,Word,Document,Frequence,Poid
73782,1401,D848,1,0.29868034126729426
73781,1401,D834,1,0.5376246142811297
73824,1403,D848,1,0.35162780177047737
72882,1428,D622,1,0.3955812769917871
72717,144,D1151,1,0.572783475391572
72716,144,D597,1,1.4319586884789302
74592,1463,D1073,1,0.5274417026557161
61950,1469,D76,1,0.5274417026557161
74764,148,D1151,1,0.6329300431868594
60588,15,D546,1,0.5055923619611987
60585,15,D62,1,0.18385176798589045
60598,15,D1396,1,0.16853078732039956
60597,15,D1071,1,0.6741231492815982
60596,15,D1028,1,0.3370615746407991
60587,15,D131,1,0.288909921120685
60595,15,D807,1,0.404473889568959
60593,15,D614,1,0.18385176798589045
60592,15,D613,1,0.18385176798589045
60591,15,D608,2,0.57781984224137
60590,15,D594,1,0.22470771642719942
60586,15,D65,1,0.2022369447844795
60589,15,D581,1,0.16853078732039956
60594,15,D714,1,0.5055923619611987
75474,15%,D1460,1,0.6329300431868594
73423,150,D1460,1,0.5376246142811297
73421,150,D747,1,0.6720307678514121
73422,150,D1090,1,0.26881230714056487
73831,1500,D850,1,1.0548834053114322
74424,151,D1018,1,0.3955812769917871
65773,153,D127,1,0.3955812769917871
74947,154,D1231,1,0.6329300431868594
65882,156,D129,1,0.2876954741758452
70524,16,D721,2,1.1939913599607328
70525,16,D765,1,0.3979971199869109
70526,16,D868,1,0.7959942399738218
70527,16,D1231,2,0.9551930879685863
70522,16,D330,1,0.2170893381746787
70523,16,D511,1,0.47759654398429313
74846,160,D1195,1,0.6329300431868594
75401,1608,D1425,1,0.3955812769917871
74837,165,D1194,1,0.6329300431868594
71042,1665,D371,1,0.24343463199494592
73881,167,D876,1,1.0548834053114322
73511,169,D765,1,0.5274417026557161
38268,17,D354,1,0.3979971199869109
38272,17,D720,1,0.5969956799803664
38267,17,D12,1,0.5969956799803664
38271,17,D717,1,0.7959942399738218
38270,17,D391,1,0.5969956799803664
38269,17,D366,1,0.7959942399738218
72809,17%,D610,1,0.3955812769917871
75258,170,D1362,1,0.5274417026557161
72006,1700,D493,1,1.0548834053114322
71648,175,D441,1,0.7911625539835742
71079,1750,D376,1,0.3955812769917871
74785,176,D1175,1,0.5274417026557161
74098,1776,D929,1,0.7911625539835742
65821,178,D129,1,0.2603561251779873
65822,178,D215,1,1.4319586884789302
0,18,D1,1,0.565909017147027
1,18,D197,1,0.377272678098018
2,18,D354,1,0.377272678098018
3,18,D581,1,0.188636339049009
7,18,D1231,1,0.45272721371762165
6,18,D1229,1,0.377272678098018
5,18,D997,1,0.565909017147027
4,18,D609,1,0.45272721371762165
67664,1836,D168,1,0.6329300431868594
67819,1837,D172,1,0.45209288799061376
47605,1841,D20,1,0.3955812769917871
73044,1847,D667,1,0.5274417026557161
72723,185,D598,1,0.35798967211973254
72724,185,D1114,1,0.7159793442394651
75083,1861,D1265,1,0.5274417026557161
75084,1866,D1265,1,0.5274417026557161
75132,1867,D1286,1,0.7911625539835742
47607,1868,D1286,2,1.4319586884789302
47606,1868,D20,1,0.35798967211973254
75080,1869,D1265,1,0.5274417026557161
75082,1871,D1265,1,0.5274417026557161
69736,1873,D262,1,0.7159793442394651
69737,1873,D729,1,0.47731956282631005
75086,1874,D1265,1,0.5274417026557161
1463,1876,D463,2,2.5634810853944106
1462,1876,D171,1,0.42724684756573506
1461,1876,D20,3,0.9613054070229039
1460,1876,D1,1,0.6408702713486026
74625,1877,D1082,1,0.3164650215934297
72923,188,D635,1,0.3955812769917871
32393,1890,D9,1,1.0548834053114322
67769,1893,D171,1,0.5274417026557161
75319,1895,D1391,1,0.6329300431868594
38279,19,D1151,1,0.4642664147658052
38273,19,D12,1,0.5803330184572565
38274,19,D79,1,0.5803330184572565
38278,19,D744,1,0.3868886789715043
38277,19,D610,1,0.29016650922862824
38276,19,D366,1,0.7737773579430086
38275,19,D197,1,0.3868886789715043
67768,1900,D171,2,1.0548834053114322
74077,1905,D928,1,0.22030133668906618
74078,1905,D973,1,0.35798967211973254
71031,1907,D893,1,1.4319586884789302
71030,1907,D371,1,0.22030133668906618
72559,191,D581,1,0.23865978141315503
72560,191,D949,2,0.572783475391572
67748,1915,D171,2,1.0548834053114322
73941,1916,D1005,1,0.47731956282631005
73940,1916,D893,1,1.4319586884789302
67771,1918,D171,1,0.5274417026557161
67772,1919,D171,1,0.5274417026557161
50662,1920,D251,1,0.47731956282631005
50661,1920,D25,1,0.35798967211973254
75288,1921,D1380,1,0.3955812769917871
73431,1922,D749,1,1.0548834053114322
68599,1927,D198,1,0.286391737695786
68600,1927,D543,1,0.7159793442394651
74799,1928,D1182,1,0.7911625539835742
71060,1929,D1276,1,0.7159793442394651
71059,1929,D371,1,0.22030133668906618
71053,1930,D391,1,0.6720307678514121
71054,1930,D832,1,1.3440615357028243
71052,1930,D371,1,0.2067786978004345
74800,1931,D1182,1,0.7911625539835742
74801,1933,D1182,1,0.7911625539835742
50905,1935,D1069,1,0.9546391256526201
50904,1935,D25,1,0.35798967211973254
51187,1936,D1069,1,0.9546391256526201
51186,1936,D25,1,0.35798967211973254
74311,1937,D973,1,0.3955812769917871
71035,1938,D928,1,0.1897590477195469
71034,1938,D821,1,0.35240966005058705
71033,1938,D581,1,0.2055723016961758
71032,1938,D371,1,0.1897590477195469
71036,1938,D973,1,0.3083584525442637
74389,1939,D1005,1,0.5274417026557161
72365,194,D551,1,0.3164650215934297
63641,1940,D94,1,0.47731956282631005
63642,1940,D431,1,0.572783475391572
71455,1941,D413,1,0.6329300431868594
72565,1944,D581,1,0.26372085132785805
71062,1947,D1032,1,0.572783475391572
71061,1947,D371,1,0.22030133668906618
66717,1948,D1182,1,0.6408702713486026
66716,1948,D589,2,0.3417974780525881
66715,1948,D251,1,0.42724684756573506
66714,1948,D147,1,0.6408702713486026
63924,1950,D747,2,1.083658667374088
63928,1950,D970,1,0.541829333687044
63922,1950,D473,1,0.7224391115827253
63925,1950,D795,1,0.541829333687044
63921,1950,D253,1,0.4334634669496352
63920,1950,D97,2,0.7224391115827253
63926,1950,D821,1,0.30961676210688227
63927,1950,D966,1,0.541829333687044
63929,1950,D1050,1,0.4334634669496352
63923,1950,D735,1,0.270914666843522
68411,1951,D195,1,0.47731956282631005
68412,1951,D1215,1,0.3182130418842067
73999,1952,D909,1,0.35162780177047737
74922,1953,D1361,1,0.47731956282631005
74921,1953,D1217,1,1.4319586884789302
73755,1954,D826,1,0.3979971199869109
73756,1954,D928,1,0.18369097845549737
73757,1954,D996,1,0.34114038856020934
73760,1954,D1435,1,0.34114038856020934
73759,1954,D1217,1,1.1939913599607328
73758,1954,D1187,1,0.18369097845549737
72944,1955,D795,1,0.6167169050885274
72946,1955,D1231,3,1.4801205722124657
72947,1955,D1394,1,0.8222892067847032
72943,1955,D638,1,0.4111446033923516
72945,1955,D1090,1,0.24668676203541096
20314,1956,D5,1,0.3868886789715043
20319,1956,D1114,1,0.5803330184572565
20316,1956,D371,1,0.17856400567915584
20318,1956,D945,1,0.3868886789715043
20317,1956,D431,1,0.4642664147658052
20315,1956,D19,1,0.25792578598100285
20320,1956,D1200,1,0.7737773579430086
73330,1957,D973,1,0.3204351356743013
73329,1957,D909,1,0.28483123171049
73327,1957,D722,1,0.3204351356743013
73328,1957,D768,1,0.5126962170788821
45651,1958,D259,1,0.4334634669496352
45653,1958,D589,3,0.4334634669496352
45659,1958,D1205,1,0.7224391115827253
45652,1958,D473,1,0.7224391115827253
45658,1958,D988,2,1.4448782231654507
45657,1958,D987,1,1.083658667374088
45656,1958,D928,1,0.166716718057552
45655,1958,D826,1,0.36121955579136267
45650,1958,D18,1,0.7224391115827253
45654,1958,D674,1,0.36121955579136267
68683,1959,D1454,1,0.7959942399738218
68682,1959,D1434,1,0.3979971199869109
68681,1959,D1270,1,0.7959942399738218
68680,1959,D1032,1,0.47759654398429313
68678,1959,D201,2,0.9551930879685863
68679,1959,D619,1,0.7959942399738218
14939,1960,D97,2,0.6549887916103659
14940,1960,D193,1,0.3929932749662196
14941,1960,D210,1,0.32749439580518297
14942,1960,D221,1,0.6549887916103659
14943,1960,D253,1,0.3929932749662196
14938,1960,D4,1,0.3929932749662196
14945,1960,D729,2,0.6549887916103659
14946,1960,D768,1,0.3929932749662196
14947,1960,D791,1,0.4912415937077745
14948,1960,D793,1,0.28070948211872826
14949,1960,D821,1,0.28070948211872826
14950,1960,D930,1,0.32749439580518297
14951,1960,D1056,1,0.4912415937077745
14952,1960,D1206,1,0.32749439580518297
14953,1960,D1401,1,0.3929932749662196
14944,1960,D436,1,0.4912415937077745
45660,1961,D18,1,0.6642335870861669
45661,1961,D113,1,0.22141119569538895
45662,1961,D181,1,0.14233576866132147
45664,1961,D201,1,0.39854015225170014
45667,1961,D670,1,0.33211679354308343
45663,1961,D195,1,0.33211679354308343
45665,1961,D253,2,0.7970803045034003
45674,1961,D1435,1,0.28467153732264294
45673,1961,D1327,1,0.49817519031462515
45672,1961,D1034,1,0.39854015225170014
45671,1961,D1009,1,0.49817519031462515
45670,1961,D996,1,0.28467153732264294
45669,1961,D919,1,0.39854015225170014
45668,1961,D711,1,0.6642335870861669
45666,1961,D395,1,0.6642335870861669
68048,1962,D181,1,0.1616882906134363
68050,1962,D201,2,0.9054544274352433
68049,1962,D195,2,0.754545356196036
68051,1962,D371,1,0.17412585142985448
68055,1962,D1332,2,1.131818034294054
68054,1962,D774,2,0.754545356196036
68053,1962,D667,1,0.377272678098018
68052,1962,D395,1,0.754545356196036
64826,1963,D1051,1,0.49817519031462515
64816,1963,D113,2,0.4428223913907779
64818,1963,D137,1,0.24908759515731257
64825,1963,D979,1,0.39854015225170014
64817,1963,D132,2,0.7970803045034003
64822,1963,D550,1,0.33211679354308343
64824,1963,D775,1,0.39854015225170014
64823,1963,D560,1,0.28467153732264294
64820,1963,D399,1,0.49817519031462515
64821,1963,D461,2,0.49817519031462515
64827,1963,D1082,1,0.19927007612585007
64819,1963,D235,1,0.28467153732264294
64828,1963,D1238,1,0.33211679354308343
64829,1963,D1253,1,0.24908759515731257
64830,1963,D1408,1,0.39854015225170014
64836,1964,D174,1,0.6463105246445584
64849,1964,D1327,1,0.48473289348341886
64848,1964,D1188,1,0.48473289348341886
64847,1964,D1017,1,0.2769902248476679
64846,1964,D979,2,0.7755726295734702
64845,1964,D970,1,0.48473289348341886
64833,1964,D113,1,0.21543684154818615
64844,1964,D844,1,0.6463105246445584
64842,1964,D776,1,0.21543684154818615
64835,1964,D170,1,0.48473289348341886
64841,1964,D709,1,0.21543684154818615
64840,1964,D672,1,0.48473289348341886
64839,1964,D452,1,0.48473289348341886
64838,1964,D399,1,0.48473289348341886
64837,1964,D269,1,0.21543684154818615
64843,1964,D782,1,0.9694657869668377
64834,1964,D168,1,0.3877863147867351
61939,1965,D672,1,0.4620839409468223
61940,1965,D704,1,0.4620839409468223
61931,1965,D113,1,0.2053706404208099
61942,1965,D789,1,0.3080559606312149
61937,1965,D411,1,0.6161119212624298
61929,1965,D76,1,0.3080559606312149
61930,1965,D111,1,0.23104197047341116
61932,1965,D126,1,0.2053706404208099
61933,1965,D161,1,0.4620839409468223
61934,1965,D220,3,0.4265390224124514
61941,1965,D774,1,0.3080559606312149
61935,1965,D250,1,0.23104197047341116
61949,1965,D1425,1,0.23104197047341116
61948,1965,D1286,1,0.4620839409468223
61947,1965,D1090,1,0.18483357637872894
61946,1965,D1031,1,0.6161119212624298
61945,1965,D979,1,0.3696671527574579
61944,1965,D978,1,0.4620839409468223
61943,1965,D909,2,0.4107412808416198
61936,1965,D271,1,0.264047966255327
61938,1965,D496,1,0.4620839409468223
45607,1966,D1438,1,0.45710638070527576
45606,1966,D1415,1,0.15236879356842525
45599,1966,D729,1,0.3047375871368505
45590,1966,D153,1,0.2612036461173004
45591,1966,D161,2,0.9142127614105515
45586,1966,D18,1,0.609475174273701
45602,1966,D1034,2,0.7313702091284413
45601,1966,D803,1,0.14064811714008485
45600,1966,D763,1,0.36568510456422065
45587,1966,D75,1,0.9142127614105515
45598,1966,D440,1,0.3047375871368505
45605,1966,D1347,1,0.22855319035263788
45597,1966,D439,1,0.203158391424567
45595,1966,D311,1,0.2612036461173004
45594,1966,D206,1,0.45710638070527576
45593,1966,D197,1,0.3047375871368505
45592,1966,D169,1,0.609475174273701
45603,1966,D1135,1,0.45710638070527576
45604,1966,D1208,1,0.45710638070527576
45588,1966,D76,1,0.3047375871368505
45589,1966,D111,1,0.22855319035263788
45596,1966,D382,1,0.36568510456422065
61872,1967,D1051,1,0.4620839409468223
61853,1967,D75,1,0.9241678818936446
61873,1967,D1135,1,0.4620839409468223
61855,1967,D164,1,0.3696671527574579
61857,1967,D196,1,0.4620839409468223
61856,1967,D166,2,0.4107412808416198
61858,1967,D239,1,0.264047966255327
61860,1967,D288,1,0.6161119212624298
61861,1967,D371,2,0.2843593482749676
61862,1967,D382,1,0.3696671527574579
61863,1967,D399,1,0.4620839409468223
61859,1967,D241,1,0.3080559606312149
61865,1967,D588,1,0.16803052398066268
61871,1967,D1033,1,0.9241678818936446
61864,1967,D544,1,0.16803052398066268
61870,1967,D902,1,0.4620839409468223
61869,1967,D803,1,0.1421796741374838
61854,1967,D163,1,0.264047966255327
61868,1967,D729,1,0.3080559606312149
61867,1967,D687,1,0.6161119212624298
61866,1967,D613,2,0.33606104796132535
38486,1968,D1415,1,0.13488575773009626
38484,1968,D1362,1,0.2697715154601925
38483,1968,D1355,1,0.3237258185522311
38482,1968,D1338,1,0.539543030920385
38481,1968,D1106,1,0.539543030920385
38480,1968,D1052,1,0.2023286365951444
38479,1968,D1025,1,0.539543030920385
38478,1968,D979,1,0.3237258185522311
38485,1968,D1378,1,0.2697715154601925
38476,1968,D930,1,0.2697715154601925
38475,1968,D903,1,0.14714809934192322
38451,1968,D13,2,1.6186290927611553
38452,1968,D153,1,0.2312327275373079
38453,1968,D156,1,0.4046572731902888
38454,1968,D171,1,0.2697715154601925
38455,1968,D187,1,0.13488575773009626
38456,1968,D217,2,0.2697715154601925
38457,1968,D223,2,0.35969535394692337
38458,1968,D250,1,0.2023286365951444
38459,1968,D295,1,0.4046572731902888
38460,1968,D367,1,0.3237258185522311
38477,1968,D934,1,0.14714809934192322
38461,1968,D440,1,0.2697715154601925
38463,1968,D544,2,0.29429619868384643
38464,1968,D583,1,0.2312327275373079
38466,1968,D638,1,0.2697715154601925
38467,1968,D687,2,1.07908606184077
38468,1968,D691,1,0.16186290927611555
38469,1968,D788,1,0.3237258185522311
38470,1968,D820,1,0.2023286365951444
38471,1968,D821,1,0.2312327275373079
38472,1968,D830,1,0.2697715154601925
38473,1968,D837,1,0.4046572731902888
38462,1968,D495,1,0.2023286365951444
38465,1968,D589,2,0.21581721236815404
38474,1968,D865,1,0.3237258185522311
65755,1969,D756,1,0.2738119467395208
65752,1969,D687,1,0.5476238934790416
65751,1969,D622,1,0.2053589600546406
65750,1969,D537,1,0.4107179201092812
65749,1969,D440,1,0.2738119467395208
65748,1969,D431,1,0.328574336087425
65747,1969,D367,1,0.328574336087425
65746,1969,D351,1,0.2738119467395208
65745,1969,D317,1,0.328574336087425
65744,1969,D303,1,0.328574336087425
65743,1969,D284,1,1.6428716804371248
65742,1969,D250,1,0.2053589600546406
65741,1969,D243,1,0.4107179201092812
65740,1969,D230,1,0.5476238934790416
65739,1969,D164,1,0.328574336087425
65738,1969,D162,2,1.0952477869580832
65753,1969,D729,1,0.2738119467395208
65754,1969,D730,1,0.4107179201092812
65736,1969,D127,1,0.2053589600546406
65756,1969,D819,1,0.2053589600546406
65769,1969,D1435,1,0.23469595434816068
65768,1969,D1393,1,0.5476238934790416
65767,1969,D1241,1,0.8214358402185624
65766,1969,D1055,1,0.2053589600546406
65737,1969,D128,1,0.1642871680437125
65764,1969,D996,1,0.23469595434816068
65765,1969,D1052,3,0.6160768801639218
65762,1969,D930,1,0.2738119467395208
65761,1969,D919,1,0.328574336087425
65760,1969,D861,2,1.0952477869580832
65759,1969,D858,1,0.5476238934790416
65758,1969,D845,1,0.1825412978263472
65757,1969,D821,1,0.23469595434816068
65763,1969,D988,1,0.5476238934790416
32396,1970,D126,2,0.3941747655513763
32395,1970,D94,1,0.29563107416353224
32394,1970,D9,1,0.5912621483270645
32407,1970,D613,1,0.16125331318010852
32406,1970,D598,1,0.2217233056226492
32398,1970,D197,1,0.29563107416353224
32411,1970,D832,1,0.8868932224905968
32405,1970,D580,2,0.3547572889962387
32404,1970,D547,1,0.5912621483270645
32412,1970,D844,1,0.5912621483270645
32413,1970,D861,2,1.182524296654129
32414,1970,D863,2,0.8868932224905968
32415,1970,D909,1,0.19708738277568816
32400,1970,D243,1,0.4434466112452984
