,Document,Word,Frequence,Poid
23265,D6,avail,1,0.11128466484869096
21945,D6,deserv,1,0.23879827199214657
21794,D6,autom,1,0.14555630584223977
6098,D6,aspect,1,0.11811217533140149
18339,D6,cours,1,0.13967993790422314
19974,D6,type,2,0.21567282696680917
23236,D6,segment,1,0.20887265639538552
22370,D6,expend,1,0.22127792863509319
22379,D6,computer-prepar,1,0.3164650215934297
22380,D6,extract,2,0.3877863147867351
22397,D6,student,1,0.1339593390803342
22467,D6,librarian,2,0.20010716706650125
22129,D6,import,1,0.10255214495242992
22099,D6,increasingli,1,0.16960650136926117
22629,D6,abstractor,2,0.5376246142811297
22632,D6,benefit,2,0.342099339970644
21951,D6,greater,1,0.1642871680437125
22661,D6,know,2,0.3547572889962387
22744,D6,program,1,0.09704797083100106
22031,D6,past,1,0.1351614441533435
22919,D6,analyz,1,0.12183231608651968
23013,D6,select,1,0.09704797083100106
21985,D6,emphasi,1,0.15150671401831078
23188,D6,key,2,0.328574336087425
23222,D6,sentenc,1,0.2022369447844795
12189,D6,research,5,0.351401371944631
21519,D6,brief,1,0.18483357637872894
22686,D6,understand,1,0.14178437779965244
21512,D6,appendix,1,0.2321332073829026
21399,D6,exampl,1,0.1185080857779364
23530,D6,activ,1,0.11063334920912396
20661,D6,prepar,4,0.524418846568602
20574,D6,standard,1,0.1249971061080749
20443,D6,state,1,0.10843988839908172
20323,D6,industri,2,0.25094220766774766
19384,D6,abstract,10,1.1296458315827411
19501,D6,concept,2,0.2035681656993661
20322,D6,abstract-publish,1,0.3164650215934297
6304,D6,inform,2,0.10154001243150215
20736,D6,evalu,2,0.19454056078275941
1491,D6,need,1,0.08335762880600622
500,D6,studi,1,0.07018398021038139
5671,D6,unit,1,0.12226885071746235
19656,D6,graduat,1,0.171049669985322
19685,D6,how-to-do-it,1,0.3164650215934297
19686,D6,includ,2,0.19680687593896717
19855,D6,materi,1,0.11262249915672762
19973,D6,characteristc,1,0.3164650215934297
20136,D6,public,3,0.28407506599750043
4684,D6,librari,1,0.05622604717449569
21501,D6,exercis,1,0.2126219987569305
9692,D6,receiv,1,0.1488493159747076
20910,D6,product,1,0.11772034094250489
23654,D6,pleasant,1,0.3164650215934297
23655,D6,reward,1,0.19927007612585007
18579,D6,develop,1,0.06877678061000154
10782,D6,much,1,0.12742705213312217
20107,D6,histor,1,0.171049669985322
23670,D6,contribut,1,0.1403692337561129
21384,D6,supplement,1,0.19927007612585007
23730,D6,effect,1,0.09660754130501348
5775,D6,one,1,0.07419488208442518
23907,D6,store,1,0.1682115949618722
23938,D6,chapter,1,0.1471694288241089
21228,D6,instruct,2,0.3618826630021579
21202,D6,section,1,0.17570454614537387
23989,D6,devot,1,0.1655545867847138
24022,D6,career,1,0.20542593945357945
21117,D6,text,2,0.25190191160931213
21055,D6,call,1,0.13900229629363
21014,D6,topic,2,0.312719367104707
21251,D6,variou,1,0.10783641348340459
20409,D6,especi,1,0.1642871680437125
22281,D6,effort,1,0.12406614111142932
15166,D6,profession,1,0.1311047116421505
10532,D6,write,1,0.1642871680437125
17136,D6,comput,2,0.1800994352827328
15923,D6,mani,1,0.09287633867492195
3270,D6,work,1,0.08365427156250005
3169,D6,detail,1,0.1189081529279775
9,D6,edit,1,0.15434905250073216
13562,D6,method,2,0.16243183094962477
15331,D6,becom,1,0.12315704054925114
14802,D6,gener,1,0.07441588870583714
11689,D6,discuss,2,0.16354637115957812
3690,D6,use,2,0.10154001243150215
10692,D6,contain,1,0.13967993790422314
3589,D6,librarianship,1,0.1488493159747076
25857,D7,avoid,1,0.6463105246445584
25168,D7,enlarg,1,0.8544936951314701
24518,D7,repres,1,0.4061077202883989
25172,D7,exist,1,0.40324611987136727
25268,D7,structur,1,0.3249800272026242
25441,D7,make,1,0.332710305140758
24072,D7,guid,1,0.5081079953848394
25875,D7,identifi,1,0.41355380370476436
2795,D7,attempt,2,0.7354128356971426
11951,D7,univers,1,0.32202513768337826
24035,D7,build,2,1.0713467175173714
25604,D7,case,2,0.8597410190273581
185,D7,present,2,0.5005918690676749
25710,D7,ellsworth,1,1.0548834053114322
21400,D7,exampl,2,0.7900539051862425
25711,D7,mason,1,0.9546391256526201
25713,D7,brown,1,0.9546391256526201
25167,D7,remodel,1,1.0548834053114322
25715,D7,yale,1,0.7087399958564349
25726,D7,unsuccess,1,1.0548834053114322
25874,D7,mistak,1,1.0548834053114322
25727,D7,except,1,0.5518486226157127
25760,D7,show,1,0.4018389594339585
25683,D7,done,1,0.5803157347876556
501,D7,studi,1,0.23394660070127127
24117,D7,architectur,2,1.7920820476037655
24976,D7,architect,1,0.8960410238018828
24170,D7,solut,3,1.44004994334408
12780,D7,new,1,0.2844535762838073
25014,D7,plan,1,0.39770819945148717
20737,D7,evalu,1,0.32423426797126564
13443,D7,academ,1,0.4150960947322351
4685,D7,librari,3,0.5622604717449569
22468,D7,librarian,1,0.3335119451108354
24612,D7,success,1,0.48257737178036175
24225,D7,book,1,0.25897143191322847
22130,D7,import,1,0.3418404831747664
24120,D7,issu,1,0.49333564765238347
25114,D7,colleg,1,0.4851876861407992
24666,D7,problem,1,0.25220385750917795
24979,D7,face,1,0.5435243827700575
27729,D8,substitut,1,0.4108518789071589
15924,D8,mani,1,0.1857526773498439
19856,D8,materi,2,0.45048999662691047
27517,D8,fell,1,0.572783475391572
27326,D8,well,1,0.21749075440272292
1492,D8,need,1,0.16671525761201245
27263,D8,respons,1,0.2766718707764922
24226,D8,book,5,0.7769142957396855
27711,D8,overlook,1,0.4642664147658052
25967,D8,guy,2,1.2658600863737188
25968,D8,r.,1,0.5126962170788821
27718,D8,portion,1,0.425243997513861
14803,D8,gener,1,0.14883177741167428
27542,D8,mostli,1,0.47759654398429313
27548,D8,concern,1,0.20156994488658447
27820,D8,review,1,0.2301706412506632
27519,D8,faculti,1,0.3618826630021579
5776,D8,one,1,0.14838976416885036
25972,D8,lyle,1,0.5376246142811297
27756,D8,critic,1,0.2753609986039389
27751,D8,acquaint,1,0.4933735240708219
27467,D8,line,1,0.2960013885914301
4686,D8,librari,4,0.4498083773959655
10566,D8,knowledg,1,0.237816305855955
24036,D8,build,1,0.3214040152552115
27462,D8,disciplinari,1,0.4933735240708219
27933,D8,presid,1,0.4933735240708219
27742,D8,thorough,1,0.44255585727018637
27938,D8,professor,1,0.44255585727018637
27456,D8,cross,1,0.47759654398429313
27947,D8,thrust,1,0.572783475391572
27949,D8,world,1,0.269111678935013
25115,D8,colleg,1,0.29111261168447955
27931,D8,counsel,1,0.572783475391572
25975,D8,staff,2,0.5920027771828602
25964,D8,honor,1,0.5376246142811297
27247,D8,felt,1,0.3929932749662196
27120,D8,primarili,2,0.6135180639077744
26355,D8,acquir,1,0.3618826630021579
27089,D8,though,1,0.3364231899237444
9743,D8,way,1,0.21273953771534726
26378,D8,engend,1,0.6329300431868594
27088,D8,admonit,1,0.6329300431868594
26382,D8,must,2,0.49443567549238665
26472,D8,interest,1,0.21507670373905718
18580,D8,develop,1,0.1375535612200031
27081,D8,notabl,1,0.4642664147658052
27072,D8,manifest,1,0.44255585727018637
27028,D8,read,2,0.6135180639077744
26983,D8,good,1,0.3048647972309037
10533,D8,write,1,0.328574336087425
26260,D8,signific,1,0.24280135761480173
26979,D8,admir,1,0.5126962170788821
26971,D8,scholarship,1,0.45272721371762165
1337,D8,continu,1,0.270322888306687
12190,D8,research,2,0.2811210975557048
26606,D8,content,1,0.26444385894678385
26913,D8,respect,1,0.2835687555993049
22469,D8,librarian,1,0.20010716706650125
3271,D8,work,1,0.1673085431250001
13444,D8,academ,1,0.24905765683934106
18013,D8,disciplin,1,0.2807384675122258
22131,D8,import,2,0.4102085798097197
26679,D8,dealt,1,0.4108518789071589
26692,D8,love,1,0.6329300431868594
13533,D8,attitud,1,0.34508897997352816
26693,D8,literatur,1,0.17657732018073136
10192,D8,essay,1,0.3696671527574579
28091,D8,us,1,0.30869810500146433
26379,D8,insist,1,0.5376246142811297
27707,D8,apt,1,0.5126962170788821
8673,D8,collect,2,0.37711974323896685
27164,D8,constantli,1,0.4642664147658052
26169,D8,administr,1,0.28214115244412846
26168,D8,apprenticeship,1,0.6329300431868594
27243,D8,poetri,1,0.572783475391572
28024,D8,upon,1,0.27155284687111897
26228,D8,perhap,1,0.3337237689633488
27245,D8,fiction,1,0.6329300431868594
27226,D8,contemporari,1,0.3877863147867351
27246,D8,belles-lett,1,0.6329300431868594
1090,D8,publish,1,0.22456703372315273
26077,D8,individu,1,0.24631408109850228
27219,D8,oblig,1,0.4642664147658052
28018,D8,impress,1,0.47759654398429313
27171,D8,keep,2,0.6963788817451868
27198,D8,mind,1,0.3696671527574579
26025,D8,member,1,0.29270968950607773
29313,D9,evid,1,0.5282456752739267
23417,D9,find,1,0.3800332922288577
28331,D9,held,1,0.6230772399103254
28735,D9,compar,1,0.3677064178485713
28860,D9,tradit,1,0.4851876861407992
28383,D9,consider,1,0.4061077202883989
29733,D9,affect,1,0.4990533680527227
28351,D9,promis,1,0.6549887916103659
28970,D9,direct,2,0.9093403987179953
28913,D9,idea,1,0.47503690837141305
28367,D9,analyt,1,0.6549887916103659
3272,D9,work,1,0.27884757187500014
29726,D9,citizen,1,0.7737773579430086
14804,D9,gener,1,0.24805296235279045
29352,D9,resist,1,0.8544936951314701
28477,D9,approach,2,0.7091317923844908
29297,D9,left,1,0.6741231492815982
29689,D9,averag,1,0.5356733587586857
29511,D9,meant,1,0.8222892067847032
29291,D9,brows,2,1.5919884799476436
29516,D9,arous,1,0.8960410238018828
29155,D9,follow,1,0.3990703068637639
29120,D9,questionnair,1,0.5435243827700575
28134,D9,access,2,0.8632411551832879
28212,D9,assum,1,0.524677089242573
29254,D9,1890,1,1.0548834053114322
29255,D9,1970,1,0.5912621483270645
14119,D9,basic,1,0.36248459067120486
29094,D9,opinion,1,0.5856818204845795
29280,D9,shelf,3,2.126219987569305
29311,D9,unresolv,1,0.9546391256526201
9207,D9,organ,1,0.32724622767522793
29479,D9,locat,1,0.5562062816055813
29390,D9,rel,1,0.41355380370476436
28252,D9,addit,1,0.42987050951367906
29519,D9,intellectu,1,0.5803157347876556
29087,D9,documentari,2,1.5475547158860172
29379,D9,open,1,0.7087399958564349
15167,D9,profession,1,0.43701570547383506
29372,D9,confirm,1,0.7737773579430086
29067,D9,instrument,1,0.6230772399103254
29066,D9,data-gath,1,1.0548834053114322
29546,D9,social,1,0.364546842814403
29036,D9,princip,1,0.5653550045642038
29674,D9,polit,1,0.6642335870861669
12651,D9,establish,1,0.39240113647501623
29356,D9,exhaust,1,0.6549887916103659
28615,D9,survey,1,0.3731586136355992
29901,D9,reader,1,0.4061077202883989
502,D9,studi,3,0.7018398021038138
12191,D9,research,3,0.702802743889262
5418,D9,analysi,2,0.5829449247306633
16927,D9,larg,1,0.31914333539463624
26473,D9,interest,1,0.3584611728984286
25116,D9,colleg,1,0.4851876861407992
3691,D9,use,2,0.3384667081050071
29894,D9,objection,1,1.0548834053114322
4687,D9,librari,2,0.3748403144966379
29895,D9,benefici,1,0.8222892067847032
30026,D9,scholar,1,0.6549887916103659
29900,D9,self-educ,1,1.0548834053114322
19687,D9,includ,1,0.3280114598982786
29781,D9,democrat,1,0.8960410238018828
1493,D9,need,1,0.27785876268668736
29995,D9,valuabl,1,0.6031377716702631
80,D9,classif,1,0.3911083476041764
19502,D9,concept,2,0.6785605523312201
7441,D9,less,1,0.45467019935899766
7889,D9,user,1,0.2871003456943054
30018,D9,guidanc,1,0.754545356196036
13563,D9,method,1,0.2707197182493746
29784,D9,self-real,1,1.0548834053114322
29893,D9,untutor,1,1.0548834053114322
8871,D9,current,1,0.34534144300582503
24667,D9,problem,1,0.25220385750917795
29785,D9,definit,1,0.48257737178036175
29892,D9,self-indulg,1,1.0548834053114322
29870,D9,greatli,1,0.609475174273701
29839,D9,vari,1,0.5607053165395739
30428,D10,interlibrari,2,0.8669269338992704
31419,D10,initi,1,0.30869810500146433
30497,D10,long-rang,1,0.4933735240708219
4349,D10,made,1,0.18046201011363855
14498,D10,servic,2,0.325417290188994
19140,D10,possibl,1,0.19365412630423087
31351,D10,without,1,0.270322888306687
31462,D10,confin,1,0.5126962170788821
28384,D10,consider,1,0.24366463217303935
30502,D10,augment,1,0.45272721371762165
31512,D10,deliveri,1,0.4334634669496352
7746,D10,major,1,0.20991949697781662
30510,D10,request,1,0.2679186781606684
31522,D10,journal,2,0.42094966694606495
31664,D10,articl,1,0.21687977679816345
31795,D10,center,1,0.25287360198756714
30580,D10,focus,1,0.3782429146088127
2281,D10,system,2,0.2335039483685152
7890,D10,user,1,0.17226020741658327
31466,D10,depend,1,0.30301342803662157
29156,D10,follow,1,0.23944218411825835
30110,D10,recommend,1,0.30869810500146433
30042,D10,resourc,2,0.540645776613374
30402,D10,percent,1,0.35140909229074774
30438,D10,loan,4,1.5941606090068006
30398,D10,48,1,0.5126962170788821
30599,D10,physic,1,0.262209423284301
30453,D10,bulk,1,0.5376246142811297
30674,D10,base,1,0.1673085431250001
30283,D10,improv,2,0.45463308710880307
18535,D10,rapid,1,0.3067590319538872
18581,D10,develop,2,0.2751071224400062
31308,D10,featur,1,0.30869810500146433
30456,D10,satisfi,2,0.6728463798474889
30487,D10,photocopi,2,0.8669269338992704
26356,D10,acquir,1,0.3618826630021579
30153,D10,nation,2,0.43498150880544584
8674,D10,collect,2,0.37711974323896685
27121,D10,primarili,1,0.3067590319538872
28135,D10,access,4,1.0358893862199456
31117,D10,design,1,0.18734274120301322
23266,D10,avail,1,0.2225693296973819
6990,D10,restrict,1,0.3547572889962387
13445,D10,academ,1,0.24905765683934106
30923,D10,commun,1,0.1861467550572604
26694,D10,literatur,1,0.17657732018073136
25015,D10,plan,1,0.23862491967089233
13210,D10,purpos,1,0.21216673269842792
32228,D10,languag,1,0.22322929992315177
32225,D10,irrespect,1,0.5376246142811297
503,D10,studi,2,0.28073592084152554
4688,D10,librari,2,0.22490418869798276
32221,D10,worthwhil,1,0.5126962170788821
32193,D10,medicin,1,0.34508897997352816
32182,D10,exclud,1,0.425243997513861
32150,D10,coverag,1,0.3337237689633488
11035,D10,form,1,0.20010716706650125
9019,D10,period,5,1.1472345190332076
19857,D10,materi,2,0.45048999662691047
20738,D10,evalu,1,0.19454056078275941
31922,D10,subject,1,0.1738875190578365
31879,D10,comprehens,1,0.30869810500146433
19688,D10,includ,1,0.19680687593896717
1494,D10,need,1,0.16671525761201245
23908,D10,store,1,0.3364231899237444
32611,D11,kindr,1,0.7911625539835742
33422,D11,note,1,0.40175501906901434
32518,D11,polici,1,0.3810809965386296
32563,D11,serial,1,0.37429002603954203
33979,D11,modest,1,0.541829333687044
11690,D11,discuss,1,0.20443296394947263
11356,D11,obtain,1,0.3045807902162992
24668,D11,problem,1,0.1891528931318835
32828,D11,examin,1,0.28502496917164327
24227,D11,book,3,0.5826857218047641
33261,D11,refer,4,1.0029571388166654
33217,D11,cite,2,0.766897579884718
32949,D11,paper,1,0.20235223602852143
32612,D11,relat,1,0.2224550657858317
26695,D11,literatur,1,0.22072165022591417
4689,D11,librari,2,0.28113023587247843
33503,D11,order,2,0.5718251395699335
29902,D11,reader,1,0.3045807902162992
33962,D11,depth,1,0.48473289348341886
23939,D11,chapter,2,0.7358471441205445
33849,D11,particular,1,0.28591256978496676
33828,D11,treatment,1,0.4620839409468223
32349,D11,acquisit,4,1.5740312677277188
32389,D11,scope,1,0.4076432870775432
32424,D11,outlin,1,0.36588711188259715
11450,D11,record,1,0.30243458990352545
32476,D11,introduct,2,0.8152865741550864
32511,D11,acknowledg,1,0.5803330184572565
27821,D11,review,1,0.28771330156332897
33989,D11,enorm,1,0.5315549968923262
33669,D11,practic,1,0.2519624311082306
33625,D11,manual,1,0.383448789942359
23014,D11,select,2,0.48523985415500526
33616,D11,routin,1,0.5531948215877329
33459,D11,central,2,0.766897579884718
32942,D11,thoroughli,1,0.5803330184572565
7747,D11,major,1,0.26239937122227075
21015,D11,topic,3,1.172697626642651
10213,D11,bibliograph,1,0.2590060822543688
22132,D11,import,2,0.5127607247621496
19503,D11,concept,1,0.2544602071242076
19858,D11,materi,2,0.5631124957836381
3273,D11,work,2,0.41827135781250024
21795,D11,autom,3,1.0916722938167984
35662,D12,19,1,0.5803330184572565
35656,D12,17,1,0.5969956799803664
35655,D12,sussex,1,0.7911625539835742
33850,D12,particular,1,0.28591256978496676
14499,D12,servic,1,0.20338580636812126
8122,D12,particularli,1,0.37876678504577693
35516,D12,cost,1,0.2652084158730349
8675,D12,collect,1,0.23569983952435428
9208,D12,organ,2,0.49086934151284195
34671,D12,decid,1,0.4434466112452984
35442,D12,toward,1,0.3291484099704965
35669,D12,septemb,1,0.5315549968923262
35430,D12,grant,1,0.5221816409884638
35413,D12,council,1,0.48473289348341886
12652,D12,establish,1,0.2943008523562622
28332,D12,held,2,0.9346158598654881
35287,D12,area,1,0.27498315946600554
34000,D12,3,1,0.3173219584217686
2921,D12,provid,1,0.20913567890625012
14120,D12,basic,1,0.27186344300340365
35680,D12,1973,1,0.541829333687044
34083,D12,rd,1,0.7159793442394651
12192,D12,research,1,0.1757006859723155
9744,D12,way,1,0.26592442214418405
26357,D12,acquir,1,0.4523533287526973
30439,D12,loan,1,0.49817519031462515
