,Document,Word,Frequence,Poid
20321,D5,well-developed,1,0.47731956282631005
18004,D5,last,1,0.23751845418570652
19539,D5,larg,1,0.15446737684873088
14094,D5,research,1,0.11713379064821033
19002,D5,trac,1,0.3370615746407991
19525,D5,soph,2,0.6741231492815982
6857,D5,on,1,0.12365813680737528
18303,D5,field,1,0.15645505721017955
19016,D5,war,1,0.33211679354308343
19031,D5,milit,1,0.36121955579136267
13450,D5,simpl,1,0.22629403905926576
19319,D5,tim,1,0.15130129611693588
1014,D5,first,1,0.1624900136013121
19041,D5,train,1,0.26783667937934286
19226,D5,rec,1,0.20378141786243723
18712,D5,year,1,0.15068878522315973
19218,D5,dang,1,0.377272678098018
19214,D5,unavail,1,0.42724684756573506
19152,D5,eith,1,0.23167049382271668
19136,D5,thing,1,0.32749439580518297
18493,D5,many,2,0.30958779558307314
19735,D5,electron,1,0.28757414997794006
19763,D5,comput,2,0.2823813965893792
19078,D5,real,1,0.23630729633275405
18097,D5,numb,1,0.15130129611693588
20005,D5,handl,1,0.24128868589018088
6016,D5,report,1,0.1585139983657492
18061,D5,decad,1,0.2697715154601925
18920,D5,origin,1,0.21237842022187026
25844,D6,select,1,0.0808733090258342
20992,D6,school,1,0.12476334201318068
12376,D6,contain,1,0.11639994825351929
25660,D6,program,1,0.0792569991828746
23558,D6,prep,4,0.43701570547383506
24366,D6,exerc,1,0.17718499896410872
24096,D6,text,2,0.20526173424875188
25602,D6,understand,1,0.11815364816637702
23471,D6,standard,1,0.10416425509006241
12466,D6,much,1,0.10618921011093513
24241,D6,suppl,1,0.15078444291756576
26356,D6,pleas,1,0.2240102559504707
26359,D6,reward,1,0.16605839677154172
25548,D6,benefit,2,0.28508278330887
13578,D6,discuss,2,0.13628864263298174
24377,D6,appendix,1,0.19344433948575215
4726,D6,us,2,0.07453271333476319
24034,D6,cal,1,0.11583524691135834
25478,D6,stud,1,0.11163278256694516
22322,D6,abstract,12,1.1194758409067977
24384,D6,index,1,0.06909809174727011
25577,D6,know,2,0.29563107416353224
23807,D6,produc,1,0.08032449125962546
26807,D6,car,1,0.13116927231064324
9,D6,edit,1,0.11815364816637702
24218,D6,instruct,2,0.30156888583513153
1745,D6,nee,1,0.06934193496329918
12554,D6,gre,1,0.09471522648100063
26237,D6,volunt,1,0.2055723016961758
23633,D6,evalu,2,0.16211713398563282
24187,D6,sect,1,0.14017632913489347
15756,D6,method,2,0.13513017936714725
6858,D6,on,1,0.06182906840368764
21453,D6,develop,1,0.05723780893440559
26235,D6,part-time,1,0.23865978141315503
26231,D6,full-time,1,0.21362342378286753
26109,D6,avail,1,0.09273722070724245
23985,D6,top,2,0.24808219329117934
26080,D6,seg,1,0.17406054699615459
26242,D6,find,1,0.09500832305721442
26053,D6,sent,1,0.1450789336969139
26019,D6,key,2,0.2738119467395208
26613,D6,stor,1,0.09620891393758405
7447,D6,inform,2,0.08446532089781379
7181,D6,aspect,1,0.0984268127761679
26723,D6,chapt,1,0.12264119068675741
26774,D6,devot,1,0.13796215565392816
21040,D6,cours,1,0.11639994825351929
24264,D6,exampl,1,0.09875673814828032
26092,D6,opportun,2,0.3231552623222792
2277,D6,brief,1,0.12064434294509044
22822,D6,mat,1,0.08611414797389629
4089,D6,libr,4,0.1806508754092182
6200,D6,analys,1,0.06164623828911146
20486,D6,vary,1,0.0692197368158077
18494,D6,many,1,0.07739694889576829
579,D6,study,1,0.05848665017531782
3714,D6,work,2,0.13582222243647715
22972,D6,typ,2,0.17222829594779257
22971,D6,characteristc,1,0.26372085132785805
26374,D6,contribut,1,0.11583524691135834
12160,D6,writ,1,0.1049591298372134
14095,D6,research,5,0.29283447662052586
25200,D6,import,1,0.08482006904140252
23121,D6,abstract-publishing,1,0.26372085132785805
24913,D6,believ,1,0.1329773513955531
24951,D6,deserv,1,0.19899855999345545
25084,D6,increas,1,0.09442485199388484
19764,D6,comput,2,0.1411906982946896
22618,D6,gradu,1,0.142541391654435
24957,D6,emphas,1,0.11755881351838685
22647,D6,how-to-do-it,1,0.26372085132785805
22648,D6,includ,2,0.16211713398563282
3613,D6,detail,1,0.09909012743998125
17902,D6,becom,1,0.10263086712437594
6754,D6,unit,1,0.10189070893121861
11017,D6,receiv,1,0.12196237062753237
25016,D6,past,1,0.1126345367944529
17704,D6,profess,1,0.09682685857178916
941,D6,hist,1,0.1101849412278266
26436,D6,effect,1,0.08050628442084456
23122,D6,industry,2,0.26783667937934286
25461,D6,extract,2,0.3231552623222792
24847,D6,extend,1,0.11366754983974942
17368,D6,gen,1,0.061920985667085426
25355,D6,effort,1,0.10338845092619109
25460,D6,computer-prepared,1,0.26372085132785805
1192,D6,publ,3,0.20201067831787864
23159,D6,espec,1,0.1369059733697604
23193,D6,stat,1,0.06633374801621428
24638,D6,autom,1,0.08678272376318542
25444,D6,expend,1,0.16374719790259148
6525,D6,act,1,0.07245313294076519
22442,D6,conceiv,2,0.16137843858685905
24784,D6,tre,1,0.11527994615687173
28484,D7,brown,1,0.7159793442394651
28482,D7,mason,1,0.7159793442394651
26994,D7,solv,3,0.9594882148798272
26885,D7,guid,1,0.36389076460559944
27544,D7,problem,1,0.18886454304080932
27855,D7,fac,1,0.4076432870775432
26943,D7,issu,1,0.36792357206027226
28481,D7,ellswor,1,0.7911625539835742
26938,D7,architect,3,1.850150715265582
27890,D7,plan,1,0.28954911141157824
28486,D7,yal,1,0.5315549968923262
27075,D7,book,1,0.19422857393492138
28497,D7,unsuccess,1,0.7911625539835742
28053,D7,enlarg,1,0.6408702713486026
28052,D7,remodel,1,0.7911625539835742
28628,D7,avoid,1,0.48473289348341886
28645,D7,mistak,1,0.6720307678514121
28648,D7,ident,1,0.31016535277857327
28531,D7,show,1,0.30137921957546887
27999,D7,colleg,1,0.36389076460559944
28057,D7,ex,1,0.30137921957546887
26847,D7,build,2,0.7978641083733188
28154,D7,structures,1,0.3989320541866594
28359,D7,cas,2,0.6070033940370043
28192,D7,mak,1,0.24716777044731886
3225,D7,attempt,2,0.551559626772857
27368,D7,repres,1,0.28502496917164327
28498,D7,exceiv,1,0.4138864669617845
27482,D7,success,1,0.34750574073407503
580,D7,study,1,0.17545995052595345
28454,D7,don,1,0.43523680109074175
259,D7,pres,2,0.372635011994494
23634,D7,evalu,1,0.24317570097844926
24265,D7,exampl,2,0.592540428889682
25201,D7,import,1,0.2544602071242076
13840,D7,univers,1,0.2409734737788764
15635,D7,academ,1,0.30902229718274166
14689,D7,new,1,0.20876402543002906
4090,D7,libr,4,0.5419526262276546
30194,D8,keep,2,0.6963788817451868
11522,D8,essay,1,0.3696671527574579
12161,D8,writ,1,0.25190191160931213
30170,D8,const,1,0.35824453184628047
29539,D8,lit,1,0.174883477419199
29525,D8,dealt,1,0.4108518789071589
30975,D8,presid,1,0.4933735240708219
3715,D8,work,1,0.16298666692377262
25202,D8,import,2,0.4071363313987322
30973,D8,counsel,1,0.572783475391572
29538,D8,lov,1,0.6329300431868594
17369,D8,gen,1,0.14861036560100502
30862,D8,review,1,0.2301706412506632
30779,D8,crit,1,0.2538575667374149
30774,D8,acquaint,1,0.4933735240708219
12245,D8,knowledg,1,0.237816305855955
20739,D8,disciplin,2,0.5614769350244516
27076,D8,book,5,0.7769142957396855
30758,D8,thorough,1,0.3929932749662196
30745,D8,substitut,1,0.4108518789071589
30733,D8,port,1,0.41774531279077104
30726,D8,overlook,1,0.4642664147658052
30722,D8,apt,1,0.5126962170788821
11071,D8,way,1,0.21273953771534726
17705,D8,profess,1,0.232384460572294
29283,D8,interest,1,0.21507670373905718
29417,D8,cont,1,0.232384460572294
6859,D8,on,1,0.14838976416885036
28737,D8,hon,1,0.5126962170788821
28741,D8,guy,2,1.2658600863737188
28742,D8,r.,1,0.5126962170788821
28746,D8,lyl,1,0.5376246142811297
28749,D8,staff,2,0.5886777152964356
18495,D8,many,1,0.1857526773498439
28800,D8,memb,1,0.2865022348579669
28856,D8,individ,1,0.2454207779153229
1193,D8,publ,1,0.1616085426543029
28948,D8,appr,1,0.6329300431868594
28949,D8,admin,1,0.2793598758084463
29010,D8,perhap,1,0.3337237689633488
31062,D8,upon,1,0.27155284687111897
29042,D8,sign,1,0.22126669841824792
28000,D8,colleg,1,0.29111261168447955
31055,D8,impress,1,0.4642664147658052
31051,D8,contin,1,0.5126962170788821
29166,D8,acquir,1,0.3618826630021579
14096,D8,research,2,0.2811210975557048
30982,D8,world,1,0.269111678935013
30980,D8,thrust,1,0.572783475391572
29189,D8,engend,1,0.6329300431868594
29190,D8,insist,1,0.5376246142811297
29193,D8,must,2,0.49443567549238665
22823,D8,mat,2,0.4133479102747022
20902,D8,prim,2,0.49443567549238665
9935,D8,collect,2,0.37711974323896685
29764,D8,respect,1,0.2835687555993049
4091,D8,libr,5,0.5419526262276546
30138,D8,admonit,1,0.6329300431868594
26848,D8,build,1,0.31914564334932755
30563,D8,concern,1,0.20156994488658447
30221,D8,mind,1,0.3696671527574579
29822,D8,scholarship,1,0.45272721371762165
15727,D8,attitud,1,0.34508897997352816
21454,D8,develop,1,0.1373707414425734
4727,D8,us,1,0.08943925600171584
29880,D8,read,2,0.4254790754306945
30534,D8,facul,1,0.3618826630021579
30475,D8,cross,1,0.47759654398429313
30481,D8,lin,1,0.2943388576482178
30532,D8,fel,1,0.572783475391572
30267,D8,poetry,1,0.572783475391572
30250,D8,contemp,1,0.3877863147867351
30242,D8,oblig,1,0.45272721371762165
30345,D8,wel,1,0.21749075440272292
30027,D8,not,1,0.2301706412506632
30557,D8,most,1,0.47759654398429313
30139,D8,though,1,0.3364231899237444
30289,D8,respons,1,0.2865022348579669
30269,D8,fict,1,0.5376246142811297
30272,D8,belles-letter,1,0.6329300431868594
1746,D8,nee,1,0.16642064391191808
30273,D8,felt,1,0.3929932749662196
30018,D8,manifest,1,0.44255585727018637
15636,D8,academ,1,0.24721783774619333
29834,D8,good,1,0.30301342803662157
29830,D8,admir,1,0.5126962170788821
10133,D9,cur,1,0.34098097885712086
19540,D9,larg,1,0.30893475369746176
31129,D9,access,2,0.8632411551832879
28001,D9,colleg,1,0.4851876861407992
32834,D9,intellect,1,0.5751482999558801
31269,D9,addit,1,0.42987050951367906
32259,D9,questionnair,1,0.5435243827700575
4092,D9,libr,2,0.3613017508184364
31207,D9,assum,1,0.46334098764543336
1747,D9,nee,1,0.27736773985319674
26243,D9,find,1,0.3800332922288577
31865,D9,comp,1,0.3655910685996304
15757,D9,method,1,0.2702603587342945
4728,D9,us,3,0.4471962800085792
14097,D9,research,3,0.702802743889262
12555,D9,gre,1,0.3788609059240025
32799,D9,ar,1,0.5435243827700575
31992,D9,tradit,1,0.4851876861407992
22649,D9,includ,1,0.32423426797126564
14557,D9,est,1,0.3911083476041764
581,D9,study,3,0.7018398021038138
32182,D9,princip,1,0.5653550045642038
32082,D9,direct,2,0.7954163989029743
29284,D9,interest,1,0.3584611728984286
27545,D9,problem,1,0.25181939072107906
10474,D9,org,1,0.3129101144203591
32212,D9,data-gathering,1,1.0548834053114322
32213,D9,instru,1,0.6230772399103254
16316,D9,bas,1,0.21485274031629267
6201,D9,analys,3,0.7397548594693376
17706,D9,profess,1,0.38730743428715664
32233,D9,opin,1,0.5856818204845795
3716,D9,work,1,0.2716444448729543
32794,D9,meant,1,0.8222892067847032
32991,D9,polit,1,0.6463105246445584
32394,D9,1970,1,0.5912621483270645
32393,D9,1890,1,1.0548834053114322
8157,D9,docu,2,0.5547354797063935
33272,D9,benef,1,0.8222892067847032
33271,D9,untut,1,1.0548834053114322
33270,D9,self-indulgence,1,1.0548834053114322
32862,D9,soc,1,0.3635113956360435
32725,D9,loc,1,0.44851946489168826
32419,D9,shelf,3,2.126219987569305
33216,D9,definit,1,0.48257737178036175
32430,D9,brows,2,1.5475547158860172
32498,D9,exhaust,1,0.6549887916103659
33215,D9,self-realization,1,1.0548834053114322
33211,D9,democr,1,0.8544936951314701
32437,D9,left,1,0.6741231492815982
33163,D9,affect,1,0.4990533680527227
16845,D9,object,1,0.39240113647501623
26886,D9,guid,1,0.4851876861407992
32451,D9,unresolv,1,0.9546391256526201
32453,D9,evid,1,0.5211989451745116
31606,D9,approach,2,0.7091317923844908
33045,D9,cit,1,0.3754083305224254
32494,D9,resist,1,0.8544936951314701
33008,D9,av,1,0.5356733587586857
8635,D9,less,1,0.4525880781185315
11813,D9,rel,1,0.2388762259233527
33277,D9,self-education,1,1.0548834053114322
33278,D9,valu,1,0.38730743428715664
32045,D9,idea,1,0.5356733587586857
31348,D9,held,1,0.6230772399103254
20487,D9,vary,1,0.2768789472632308
31744,D9,survey,1,0.37204883320525295
33386,D9,scholar,1,0.7737773579430086
32514,D9,confirm,1,0.7737773579430086
22443,D9,conceiv,2,0.6455137543474362
32294,D9,follow,1,0.3990703068637639
17370,D9,gen,1,0.2476839426683417
96,D9,class,1,0.33191405895248616
31384,D9,consid,1,0.2931576723370849
32521,D9,op,1,0.3038410515096021
29881,D9,read,1,0.3545658961922454
31368,D9,prom,1,0.6549887916103659
33619,D10,48,1,0.5126962170788821
34118,D10,design,1,0.18734274120301322
33814,D10,focus,1,0.3782429146088127
33924,D10,commun,1,0.1861467550572604
8952,D10,maj,1,0.20991949697781662
33689,D10,satisfy,2,0.6728463798474889
23635,D10,evalu,1,0.19454056078275941
2683,D10,system,2,0.2267524478818917
582,D10,study,2,0.28073592084152554
33720,D10,photocop,2,0.8669269338992704
21455,D10,develop,2,0.2747414828851468
33623,D10,perc,1,0.31914564334932755
34972,D10,subject,1,0.1738875190578365
33730,D10,long-range,1,0.4933735240708219
31130,D10,access,4,1.0358893862199456
33661,D10,interlibr,2,0.8669269338992704
31385,D10,consid,1,0.17589460340225097
33833,D10,phys,1,0.24631408109850228
33735,D10,aug,1,0.45272721371762165
33743,D10,request,1,0.2667433683958372
34928,D10,comprehend,1,0.3067590319538872
33671,D10,loan,4,1.5941606090068006
33686,D10,bulk,1,0.5376246142811297
4729,D10,us,1,0.08943925600171584
1748,D10,nee,1,0.16642064391191808
10286,D10,period,5,1.1472345190332076
15637,D10,academ,1,0.24721783774619333
5538,D10,mad,1,0.18046201011363855
34452,D10,depend,1,0.30301342803662157
12768,D10,form,1,0.1541605213322996
35334,D10,irrespect,1,0.5376246142811297
20414,D10,rapid,1,0.26558525377306336
34498,D10,delivery,1,0.4334634669496352
32295,D10,follow,1,0.23944218411825835
35330,D10,worthwhil,1,0.5126962170788821
4093,D10,libr,2,0.21678105049106186
33461,D10,recommend,1,0.30869810500146433
35302,D10,medicin,1,0.34508897997352816
34508,D10,journ,2,0.42094966694606495
35283,D10,exclud,1,0.3782429146088127
34650,D10,artic,1,0.21331686979641523
15321,D10,purpos,1,0.21216673269842792
16994,D10,serv,2,0.29722073120201004
35200,D10,cov,1,0.2538575667374149
15074,D10,nat,2,0.3358146271420272
8132,D10,restrict,1,0.3547572889962387
20903,D10,prim,1,0.24721783774619333
33393,D10,resourc,2,0.540645776613374
34448,D10,confin,1,0.5126962170788821
35337,D10,langu,1,0.22322929992315177
9936,D10,collect,2,0.37711974323896685
29540,D10,lit,1,0.174883477419199
22650,D10,includ,1,0.19454056078275941
34352,D10,without,1,0.270322888306687
33504,D10,improv,2,0.45463308710880307
16317,D10,bas,1,0.1289116441897756
26110,D10,avail,1,0.2225693296973819
22824,D10,mat,2,0.4133479102747022
27891,D10,plan,1,0.2316392891292626
26614,D10,stor,1,0.23090139345020175
34420,D10,init,1,0.34508897997352816
34309,D10,feat,1,0.30869810500146433
29167,D10,acquir,1,0.3618826630021579
34787,D10,cent,1,0.211034443852784
22021,D10,poss,1,0.19365412630423087
36341,D11,routin,1,0.5531948215877329
36225,D11,ord,2,0.566549111963309
35585,D11,acknowledg,1,0.5803330184572565
35533,D11,outlin,1,0.36588711188259715
36510,D11,dep,1,0.48473289348341886
36069,D11,ref,3,0.7614875685630793
27077,D11,book,3,0.5826857218047641
11814,D11,rel,1,0.17915716944251453
22825,D11,mat,2,0.5166848878433777
36527,D11,refer,1,0.5221816409884638
36350,D11,pract,1,0.25134875797167655
35592,D11,policy,1,0.3810809965386296
25845,D11,select,2,0.48523985415500526
35498,D11,scop,1,0.4076432870775432
26724,D11,chapt,2,0.7358471441205445
35637,D11,ser,1,0.372123289936769
35686,D11,kindr,1,0.7911625539835742
20324,D11,introduc,2,0.6448057642705186
35687,D11,examin,1,0.28502496917164327
24639,D11,autom,3,0.7810445138686688
36539,D11,modest,1,0.541829333687044
24785,D11,tre,1,0.3458398384706152
11543,D11,bibliograph,1,0.2388254411995868
25203,D11,import,2,0.5089204142484152
35801,D11,pap,1,0.20235223602852143
27546,D11,problem,1,0.18886454304080932
36549,D11,enorm,1,0.5315549968923262
22444,D11,conceiv,1,0.24206765788028858
34788,D11,cent,2,0.52758610963196
35458,D11,acquisit,4,1.5740312677277188
23986,D11,top,3,1.116369869810307
30863,D11,review,1,0.28771330156332897
30028,D11,not,1,0.28771330156332897
13579,D11,discuss,1,0.20443296394947263
15461,D11,man,1,0.24261992707750263
33046,D11,cit,2,0.5631124957836381
13339,D11,record,1,0.30243458990352545
4094,D11,libr,2,0.2709763131138273
30759,D11,thorough,1,0.4912415937077745
3717,D11,work,2,0.4074666673094315
13245,D11,obtain,1,0.3045807902162992
29882,D11,read,1,0.26592442214418405
29541,D11,lit,1,0.21860434677399873
9095,D11,particul,1,0.2544602071242076
8953,D11,maj,1,0.26239937122227075
31386,D12,consid,1,0.2198682542528137
37705,D12,mean,1,0.2563803623810748
29168,D12,acquir,1,0.4523533287526973
36653,D12,recherch,1,0.7911625539835742
38280,D12,septemb,1,0.5315549968923262
34789,D12,cent,1,0.26379305481598
37692,D12,whatev,1,0.5135648486339486
36654,D12,lib,2,1.2817405426972053
38273,D12,19,1,0.5803330184572565
36658,D12,set,2,0.5682913588860038
14098,D12,research,1,0.1757006859723155
36351,D12,pract,1,0.25134875797167655
30983,D12,world,2,0.6727791973375324
32835,D12,intellect,1,0.43136122496691015
16995,D12,serv,1,0.18576295700125628
38267,D12,17,1,0.5969956799803664
36649,D12,europeen,1,0.7911625539835742
36650,D12,de,1,0.6720307678514121
37857,D12,propos,1,0.3045807902162992
11544,D12,bibliograph,1,0.2388254411995868
5539,D12,mad,1,0.22557751264204817
37951,D12,area,1,0.3363895986687662
36560,D12,3,1,0.3173219584217686
36643,D12,rd,1,0.7159793442394651
36645,D12,ligu,1,0.7911625539835742
38020,D12,council,1,0.48473289348341886
38037,D12,grant,1,0.5055923619611987
38266,D12,sussex,1,0.7911625539835742
38051,D12,toward,1,0.3291484099704965
35688,D12,examin,1,0.28502496917164327
33505,D12,improv,1,0.2841456794430019
17371,D12,gen,3,0.5572888710037689
38125,D12,cost,1,0.26379305481598
31349,D12,held,2,0.9346158598654881
36648,D12,bibliothequ,1,0.7911625539835742
27547,D12,problem,1,0.18886454304080932
1194,D12,publ,1,0.20201067831787864
13841,D12,univers,2,0.4819469475577528
36646,D12,des,1,0.7159793442394651
