,Word,Document,Frequence,Poid
47076,1,D367,1,0.22126669841824792
47148,1,D1160,1,0.2765833730228099
47066,1,D260,1,0.1843889153485399
47082,1,D411,1,0.3687778306970798
47075,1,D360,1,0.2765833730228099
47152,1,D1185,1,0.22126669841824792
47151,1,D1184,1,0.3687778306970798
47067,1,D269,2,0.24585188713138656
47068,1,D274,1,0.2765833730228099
47069,1,D310,1,0.12292594356569328
47150,1,D1163,1,0.3687778306970798
47071,1,D330,2,0.20115154401658902
47072,1,D341,1,0.22126669841824792
47073,1,D345,1,0.3687778306970798
47074,1,D358,1,0.13829168651140494
47149,1,D1162,1,0.15804764172731992
47070,1,D311,1,0.22126669841824792
47046,1,D50,1,0.5531667460456198
73809,1%,D580,1,0.3164650215934297
76959,1.00,D1374,1,0.3955812769917871
75170,1.13,D820,1,0.3955812769917871
74593,1.25,D699,2,1.2658600863737188
72341,1.3,D399,1,0.7911625539835742
76450,1.78,D1194,1,0.6329300431868594
74155,1.87,D619,1,1.0548834053114322
68808,10,D1151,1,0.404473889568959
68801,10,D517,1,0.3370615746407991
68804,10,D656,1,0.22470771642719942
68805,10,D810,1,0.288909921120685
68806,10,D820,1,0.25279618098059936
68807,10,D1108,1,0.3370615746407991
68802,10,D589,2,0.2696492597126393
68809,10,D1156,1,0.3370615746407991
68800,10,D477,1,0.25279618098059936
68810,10,D1175,2,0.808947779137918
68799,10,D371,1,0.25279618098059936
68798,10,D367,1,0.404473889568959
68797,10,D188,1,0.22470771642719942
68803,10,D610,1,0.3370615746407991
74089,10%,D610,1,0.4480205119009414
74091,10%,D865,1,0.5376246142811297
74090,10%,D722,1,0.33601538392570607
74544,10.2%,D691,1,0.3955812769917871
70275,10.9%,D253,1,0.6329300431868594
53730,100,D820,1,0.23640182163050794
53732,100,D897,1,0.47280364326101587
53722,100,D442,1,0.3782429146088127
53721,100,D347,1,0.47280364326101587
53720,100,D207,1,0.18912145730440635
53719,100,D196,1,0.47280364326101587
53718,100,D127,1,0.23640182163050794
53733,100,D949,1,0.18912145730440635
53725,100,D617,1,0.2701735104348662
53717,100,D35,1,0.6304048576813545
53726,100,D657,1,0.15760121442033861
53727,100,D661,1,0.2701735104348662
53728,100,D686,1,0.47280364326101587
53723,100,D482,1,0.3782429146088127
53734,100,D1451,1,0.47280364326101587
53735,100,D1460,1,0.6304048576813545
53731,100,D865,1,0.3782429146088127
53729,100,D743,1,0.21013495256045148
53724,100,D492,1,0.3782429146088127
73255,100%,D503,1,0.572783475391572
73256,100%,D650,2,1.4319586884789302
5669,104,D2,1,0.3955812769917871
76452,1086,D1195,2,1.5823251079671483
69060,109,D197,1,0.5274417026557161
72049,11,D1231,1,0.5126962170788821
72048,11,D506,1,0.5126962170788821
72047,11,D371,1,0.3204351356743013
72050,11,D1366,1,0.6408702713486026
74660,11%,D720,1,0.7911625539835742
70264,11.7%,D253,1,0.6329300431868594
70387,1100,D260,1,0.5274417026557161
73008,111,D473,1,1.0548834053114322
58292,112,D765,1,0.4480205119009414
58290,112,D50,1,1.3440615357028243
58291,112,D129,1,0.2443748246732408
74611,1130,D703,1,0.7911625539835742
69114,114,D197,1,0.5274417026557161
66828,116,D145,1,0.35162780177047737
73824,117,D581,1,0.26372085132785805
58525,12,D1108,3,1.0631099937846524
58523,12,D848,1,0.2362466652854783
58521,12,D544,1,0.2362466652854783
58520,12,D189,1,0.425243997513861
58519,12,D188,1,0.2362466652854783
58526,12,D1156,1,0.35436999792821744
58518,12,D156,1,0.5315549968923262
58517,12,D65,1,0.2126219987569305
58516,12,D52,1,0.2657774984461631
58524,12,D932,1,0.19329272614266407
58522,12,D661,1,0.3037457125099007
69252,12.5,D201,1,0.6329300431868594
69251,12.9,D201,1,0.6329300431868594
63975,120,D102,1,0.7911625539835742
73140,1200,D486,1,0.572783475391572
73141,1200,D1407,1,0.286391737695786
72757,12000,D439,1,0.35162780177047737
73403,124,D522,1,0.5274417026557161
76909,125,D1347,1,0.3955812769917871
62361,13,D97,1,0.34812109399230917
62362,13,D330,1,0.1898842330867141
62363,13,D506,1,0.41774531279077104
62360,13,D86,1,0.20887265639538552
62365,13,D687,1,0.6962421879846183
62366,13,D930,1,0.34812109399230917
62367,13,D934,1,0.1898842330867141
62371,13,D1408,1,0.41774531279077104
62368,13,D1108,1,0.34812109399230917
62364,13,D613,1,0.23208072932820611
62370,13,D1407,1,0.20887265639538552
62369,13,D1286,1,0.6962421879846183
75439,130,D903,1,0.2876954741758452
76455,131,D1195,1,0.7911625539835742
76458,132,D1196,1,0.6329300431868594
76570,133,D1231,1,0.6329300431868594
75338,135,D869,1,1.0548834053114322
68816,136,D189,1,0.6329300431868594
74116,138,D890,1,0.5376246142811297
74114,138,D614,2,0.5376246142811297
74115,138,D638,1,0.4480205119009414
68739,14,D546,1,0.6167169050885274
68742,14,D691,1,0.3083584525442637
68738,14,D187,2,0.448521385518929
68740,14,D580,1,0.24668676203541096
68741,14,D622,1,0.3083584525442637
73901,14%,D720,1,0.7159793442394651
73900,14%,D588,1,0.2603561251779873
73216,140,D498,1,1.0548834053114322
76278,1400,D1114,1,0.7911625539835742
75234,1401,D851,1,0.6720307678514121
75233,1401,D848,1,0.29868034126729426
75232,1401,D834,1,0.5376246142811297
75279,1403,D848,1,0.35162780177047737
74164,1428,D622,1,0.3955812769917871
73991,144,D1151,1,0.572783475391572
73990,144,D597,1,1.4319586884789302
76170,1463,D1073,1,0.5274417026557161
61414,1469,D76,1,0.5274417026557161
76368,148,D1151,1,0.6329300431868594
59636,15,D131,1,0.288909921120685
59646,15,D1071,1,0.6741231492815982
59647,15,D1396,1,0.16853078732039956
59645,15,D1028,1,0.3370615746407991
59644,15,D807,1,0.5055923619611987
59643,15,D714,1,0.6741231492815982
59642,15,D614,1,0.2022369447844795
59637,15,D546,1,0.5055923619611987
59641,15,D613,1,0.22470771642719942
59638,15,D581,1,0.16853078732039956
59635,15,D65,1,0.2022369447844795
59640,15,D608,2,0.57781984224137
59639,15,D594,1,0.25279618098059936
59634,15,D62,1,0.18385176798589045
77180,15%,D1460,1,1.0548834053114322
74784,150,D1090,1,0.4480205119009414
74783,150,D747,1,0.6720307678514121
74785,150,D1460,1,0.8960410238018828
75293,1500,D850,1,1.5823251079671483
75966,151,D1018,1,0.3955812769917871
65738,153,D127,1,0.3955812769917871
76569,154,D1231,1,0.6329300431868594
65903,156,D129,1,0.2876954741758452
71436,16,D868,1,0.7959942399738218
71432,16,D330,1,0.2170893381746787
71434,16,D721,2,1.5919884799476436
71437,16,D1231,2,0.9551930879685863
71435,16,D765,1,0.3979971199869109
71433,16,D511,1,0.47759654398429313
76456,160,D1195,1,0.7911625539835742
77093,1608,D1425,1,0.3955812769917871
76447,165,D1194,1,0.6329300431868594
72044,1665,D371,1,0.3955812769917871
75347,167,D876,1,1.0548834053114322
74881,169,D765,1,0.5274417026557161
35656,17,D12,1,0.5969956799803664
35658,17,D366,1,0.7959942399738218
35657,17,D354,1,0.47759654398429313
35659,17,D391,1,0.5969956799803664
35660,17,D717,1,0.7959942399738218
35661,17,D720,1,0.5969956799803664
74088,17%,D610,1,0.5274417026557161
76938,170,D1362,1,0.5274417026557161
73171,1700,D493,1,1.0548834053114322
72773,175,D441,1,0.7911625539835742
72092,1750,D376,1,0.3955812769917871
76391,176,D1175,1,0.6329300431868594
75613,1776,D929,1,0.7911625539835742
65834,178,D215,1,1.4319586884789302
65833,178,D129,1,0.2603561251779873
2,18,D354,1,0.45272721371762165
1,18,D197,1,0.377272678098018
5,18,D997,1,0.565909017147027
6,18,D1229,1,0.377272678098018
7,18,D1231,1,0.45272721371762165
3,18,D581,1,0.188636339049009
4,18,D609,1,0.45272721371762165
0,18,D1,1,0.565909017147027
68035,1836,D168,1,0.6329300431868594
68229,1837,D172,1,1.0548834053114322
44561,1841,D20,1,0.7911625539835742
74364,1847,D667,1,0.5274417026557161
73997,185,D598,1,0.35798967211973254
73998,185,D1114,1,0.7159793442394651
76727,1861,D1265,1,0.5274417026557161
76728,1866,D1265,1,0.5274417026557161
76783,1867,D1286,1,1.0548834053114322
44563,1868,D1286,2,1.9092782513052402
44562,1868,D20,1,0.7159793442394651
76724,1869,D1265,1,0.5274417026557161
76726,1871,D1265,1,0.5274417026557161
70417,1873,D729,1,0.47731956282631005
70416,1873,D262,1,0.7159793442394651
76730,1874,D1265,1,0.5274417026557161
1208,1876,D1,1,0.6408702713486026
1210,1876,D171,1,0.42724684756573506
1211,1876,D463,2,2.5634810853944106
1209,1876,D20,3,1.9226108140458078
76207,1877,D1082,1,0.6329300431868594
74212,188,D635,1,0.3955812769917871
29254,1890,D9,1,1.0548834053114322
68179,1893,D171,1,0.5274417026557161
76998,1895,D1391,1,0.6329300431868594
35668,19,D1151,1,0.4642664147658052
35667,19,D744,1,0.3868886789715043
35666,19,D610,1,0.3868886789715043
35665,19,D366,1,0.7737773579430086
35664,19,D197,1,0.3868886789715043
35663,19,D79,1,0.5803330184572565
35662,19,D12,1,0.5803330184572565
68178,1900,D171,2,1.0548834053114322
75587,1905,D973,1,0.35798967211973254
75586,1905,D928,1,0.22030133668906618
72032,1907,D371,1,0.35798967211973254
72033,1907,D893,1,1.4319586884789302
73827,191,D949,2,0.572783475391572
73826,191,D581,1,0.23865978141315503
68150,1915,D171,2,1.0548834053114322
75409,1916,D893,1,1.4319586884789302
75410,1916,D1005,1,0.47731956282631005
68181,1918,D171,1,0.5274417026557161
68182,1919,D171,1,0.5274417026557161
47502,1920,D251,1,0.47731956282631005
47501,1920,D25,1,0.286391737695786
76967,1921,D1380,1,0.5274417026557161
74793,1922,D749,1,1.0548834053114322
69154,1927,D198,1,0.286391737695786
69155,1927,D543,1,0.7159793442394651
76407,1928,D1182,1,0.7911625539835742
72066,1929,D1276,1,0.7159793442394651
72065,1929,D371,1,0.35798967211973254
72052,1930,D371,1,0.33601538392570607
72053,1930,D391,1,0.6720307678514121
72054,1930,D832,1,1.3440615357028243
76408,1931,D1182,1,0.7911625539835742
76409,1933,D1182,1,0.7911625539835742
47739,1935,D25,1,0.286391737695786
47740,1935,D1069,1,0.9546391256526201
48057,1936,D1069,1,0.9546391256526201
48056,1936,D25,1,0.286391737695786
75849,1937,D973,1,0.3955812769917871
72035,1938,D581,1,0.2055723016961758
72036,1938,D821,1,0.4933735240708219
72034,1938,D371,1,0.3083584525442637
72037,1938,D928,1,0.1897590477195469
72038,1938,D973,1,0.3083584525442637
75929,1939,D1005,1,0.5274417026557161
73596,194,D551,1,0.3164650215934297
63282,1940,D94,1,0.47731956282631005
63283,1940,D431,1,0.572783475391572
72565,1941,D413,1,0.6329300431868594
73832,1944,D581,1,0.26372085132785805
72067,1947,D371,1,0.35798967211973254
72068,1947,D1032,1,0.7159793442394651
66865,1948,D1182,1,0.6408702713486026
66862,1948,D147,1,0.6408702713486026
66863,1948,D251,1,0.42724684756573506
66864,1948,D589,2,0.3417974780525881
63591,1950,D1050,1,0.4334634669496352
63586,1950,D747,2,1.083658667374088
63588,1950,D821,1,0.4334634669496352
63587,1950,D795,1,0.541829333687044
63585,1950,D735,1,0.36121955579136267
63584,1950,D473,1,0.7224391115827253
63583,1950,D253,1,0.4334634669496352
63589,1950,D966,1,0.541829333687044
63582,1950,D97,2,0.7224391115827253
63590,1950,D970,1,0.541829333687044
68957,1951,D195,1,0.47731956282631005
68958,1951,D1215,1,0.3182130418842067
75485,1952,D909,1,0.5274417026557161
76539,1953,D1217,1,1.4319586884789302
76540,1953,D1361,1,0.572783475391572
75207,1954,D1435,1,0.34114038856020934
75202,1954,D826,1,0.3979971199869109
75205,1954,D1187,1,0.18369097845549737
75203,1954,D928,1,0.18369097845549737
75204,1954,D996,1,0.34114038856020934
75206,1954,D1217,1,1.1939913599607328
74236,1955,D795,1,0.6167169050885274
74239,1955,D1394,1,0.8222892067847032
74235,1955,D638,1,0.4111446033923516
74237,1955,D1090,1,0.4111446033923516
74238,1955,D1231,3,1.4801205722124657
17652,1956,D5,1,0.3868886789715043
17657,1956,D1114,1,0.5803330184572565
17656,1956,D945,1,0.3868886789715043
17654,1956,D371,1,0.29016650922862824
17653,1956,D19,1,0.25792578598100285
17658,1956,D1200,1,0.7737773579430086
17655,1956,D431,1,0.4642664147658052
74677,1957,D909,1,0.42724684756573506
74678,1957,D973,1,0.3204351356743013
74675,1957,D722,1,0.3204351356743013
74676,1957,D768,1,0.6408702713486026
42485,1958,D987,1,1.083658667374088
42479,1958,D259,1,0.541829333687044
42483,1958,D826,1,0.36121955579136267
42480,1958,D473,1,0.7224391115827253
42487,1958,D1205,1,0.7224391115827253
42486,1958,D988,2,1.4448782231654507
42482,1958,D674,1,0.36121955579136267
42484,1958,D928,1,0.166716718057552
42478,1958,D18,1,0.7224391115827253
42481,1958,D589,3,0.4334634669496352
69247,1959,D1032,1,0.5969956799803664
69248,1959,D1270,1,1.1939913599607328
69249,1959,D1434,1,0.3979971199869109
69245,1959,D201,2,0.9551930879685863
69250,1959,D1454,1,0.7959942399738218
69246,1959,D619,1,0.7959942399738218
13026,1960,D791,1,0.4912415937077745
13023,1960,D436,1,0.4912415937077745
13027,1960,D793,1,0.28070948211872826
13031,1960,D1206,1,0.3929932749662196
13030,1960,D1056,1,0.4912415937077745
13029,1960,D930,1,0.32749439580518297
13025,1960,D768,1,0.4912415937077745
13024,1960,D729,2,0.6549887916103659
13028,1960,D821,1,0.3929932749662196
13017,1960,D4,1,0.3929932749662196
13018,1960,D97,2,0.6549887916103659
13019,1960,D193,1,0.3929932749662196
13020,1960,D210,1,0.32749439580518297
13021,1960,D221,1,0.6549887916103659
13022,1960,D253,1,0.3929932749662196
13032,1960,D1401,1,0.3929932749662196
42497,1961,D919,1,0.49817519031462515
42498,1961,D996,1,0.28467153732264294
42499,1961,D1009,1,0.49817519031462515
42491,1961,D195,1,0.33211679354308343
42493,1961,D253,2,0.7970803045034003
42502,1961,D1435,1,0.28467153732264294
42494,1961,D395,1,0.6642335870861669
42492,1961,D201,1,0.39854015225170014
42495,1961,D670,1,0.33211679354308343
42500,1961,D1034,1,0.39854015225170014
42496,1961,D711,1,0.6642335870861669
42501,1961,D1327,1,0.49817519031462515
42489,1961,D113,1,0.39854015225170014
42488,1961,D18,1,0.6642335870861669
42490,1961,D181,1,0.18115461465986368
68535,1962,D181,1,0.20578509714437346
68536,1962,D195,2,0.754545356196036
68538,1962,D371,1,0.2829545085735135
68539,1962,D395,1,0.754545356196036
68540,1962,D667,1,0.377272678098018
68537,1962,D201,2,0.9054544274352433
68542,1962,D1332,2,1.131818034294054
68541,1962,D774,2,0.754545356196036
64642,1963,D1238,1,0.33211679354308343
64641,1963,D1082,1,0.39854015225170014
64640,1963,D1051,1,0.49817519031462515
64630,1963,D113,2,0.7970803045034003
64639,1963,D979,1,0.39854015225170014
64638,1963,D775,1,0.49817519031462515
64637,1963,D560,1,0.39854015225170014
64635,1963,D461,2,0.49817519031462515
64631,1963,D132,2,0.9963503806292503
64632,1963,D137,1,0.24908759515731257
64643,1963,D1253,1,0.33211679354308343
64633,1963,D235,1,0.28467153732264294
64634,1963,D399,1,0.49817519031462515
64636,1963,D550,1,0.33211679354308343
64644,1963,D1408,1,0.39854015225170014
64651,1964,D269,1,0.21543684154818615
64648,1964,D168,1,0.3877863147867351
64649,1964,D170,1,0.48473289348341886
64650,1964,D174,1,0.6463105246445584
64652,1964,D399,1,0.48473289348341886
64653,1964,D452,1,0.48473289348341886
64654,1964,D672,1,0.48473289348341886
64655,1964,D709,1,0.21543684154818615
64656,1964,D776,1,0.21543684154818615
64657,1964,D782,1,0.9694657869668377
64658,1964,D844,1,0.6463105246445584
64659,1964,D970,1,0.48473289348341886
64660,1964,D979,2,0.7755726295734702
64661,1964,D1017,1,0.2769902248476679
64647,1964,D113,1,0.3877863147867351
64662,1964,D1188,1,0.48473289348341886
64663,1964,D1327,1,0.48473289348341886
61393,1965,D76,1,0.3080559606312149
61413,1965,D1425,1,0.23104197047341116
61412,1965,D1286,1,0.6161119212624298
61411,1965,D1090,1,0.3080559606312149
61410,1965,D1031,1,0.6161119212624298
61409,1965,D979,1,0.3696671527574579
61408,1965,D978,1,0.4620839409468223
61407,1965,D909,2,0.6161119212624298
61406,1965,D789,1,0.3696671527574579
61405,1965,D774,1,0.3080559606312149
61404,1965,D704,1,0.4620839409468223
61402,1965,D496,1,0.4620839409468223
61401,1965,D411,1,0.6161119212624298
61400,1965,D271,1,0.264047966255327
61395,1965,D113,1,0.3696671527574579
61396,1965,D126,1,0.2053706404208099
61399,1965,D250,1,0.264047966255327
61398,1965,D220,3,0.4265390224124514
61397,1965,D161,1,0.4620839409468223
61394,1965,D111,1,0.23104197047341116
61403,1965,D672,1,0.4620839409468223
42325,1966,D729,1,0.3047375871368505
42322,1966,D382,1,0.36568510456422065
42323,1966,D439,1,0.203158391424567
42324,1966,D440,1,0.36568510456422065
42328,1966,D1034,2,0.7313702091284413
42327,1966,D803,1,0.18284255228211033
42329,1966,D1135,1,0.45710638070527576
42330,1966,D1208,1,0.45710638070527576
42331,1966,D1347,1,0.22855319035263788
42326,1966,D763,1,0.45710638070527576
42332,1966,D1415,1,0.15236879356842525
42333,1966,D1438,1,0.45710638070527576
42318,1966,D169,1,0.609475174273701
42312,1966,D18,1,0.609475174273701
42313,1966,D75,1,0.9142127614105515
42314,1966,D76,1,0.3047375871368505
42315,1966,D111,1,0.22855319035263788
42321,1966,D311,1,0.36568510456422065
42316,1966,D153,1,0.2612036461173004
42317,1966,D161,2,0.9142127614105515
42320,1966,D206,1,0.45710638070527576
42319,1966,D197,1,0.3047375871368505
61322,1967,D239,1,0.264047966255327
61321,1967,D196,1,0.4620839409468223
61317,1967,D75,1,0.9241678818936446
61319,1967,D164,1,0.3696671527574579
61323,1967,D241,1,0.3080559606312149
61318,1967,D163,1,0.3696671527574579
61320,1967,D166,2,0.4107412808416198
61324,1967,D288,1,0.6161119212624298
61336,1967,D1051,1,0.4620839409468223
61326,1967,D382,1,0.3696671527574579
61327,1967,D399,1,0.4620839409468223
61328,1967,D544,1,0.2053706404208099
61329,1967,D588,1,0.16803052398066268
61330,1967,D613,2,0.4107412808416198
61331,1967,D687,1,0.6161119212624298
61333,1967,D803,1,0.18483357637872894
61334,1967,D902,1,0.4620839409468223
61337,1967,D1135,1,0.4620839409468223
61325,1967,D371,2,0.4620839409468223
61335,1967,D1033,1,0.9241678818936446
61332,1967,D729,1,0.3080559606312149
35867,1968,D589,2,0.21581721236815404
35862,1968,D367,1,0.3237258185522311
35863,1968,D440,1,0.3237258185522311
35864,1968,D495,1,0.2023286365951444
35865,1968,D544,2,0.35969535394692337
35866,1968,D583,1,0.2697715154601925
35868,1968,D638,1,0.2697715154601925
35869,1968,D687,2,1.07908606184077
35870,1968,D691,1,0.2023286365951444
35871,1968,D788,1,0.3237258185522311
35872,1968,D820,1,0.2023286365951444
35873,1968,D821,1,0.3237258185522311
35874,1968,D830,1,0.2697715154601925
35875,1968,D837,1,0.4046572731902888
35876,1968,D865,1,0.3237258185522311
35877,1968,D903,1,0.14714809934192322
35861,1968,D295,1,0.4046572731902888
35859,1968,D223,2,0.35969535394692337
35860,1968,D250,1,0.2312327275373079
35857,1968,D187,1,0.14714809934192322
35887,1968,D1378,1,0.3237258185522311
35888,1968,D1415,1,0.13488575773009626
35886,1968,D1362,1,0.2697715154601925
35853,1968,D13,2,1.6186290927611553
35854,1968,D153,1,0.2312327275373079
35885,1968,D1355,1,0.3237258185522311
35858,1968,D217,2,0.29429619868384643
35883,1968,D1106,1,0.539543030920385
35884,1968,D1338,1,0.539543030920385
35881,1968,D1025,1,0.8093145463805776
35880,1968,D979,1,0.3237258185522311
35879,1968,D934,1,0.14714809934192322
35878,1968,D930,1,0.2697715154601925
35855,1968,D156,1,0.4046572731902888
35856,1968,D171,1,0.2697715154601925
35882,1968,D1052,1,0.2023286365951444
65704,1969,D164,1,0.328574336087425
65732,1969,D1241,1,0.8214358402185624
65734,1969,D1435,1,0.23469595434816068
65733,1969,D1393,1,0.5476238934790416
65731,1969,D1055,1,0.2053589600546406
65703,1969,D162,2,1.0952477869580832
65729,1969,D996,1,0.23469595434816068
65702,1969,D128,1,0.1642871680437125
65701,1969,D127,1,0.2053589600546406
65705,1969,D230,1,0.5476238934790416
65730,1969,D1052,3,0.6160768801639218
65707,1969,D250,1,0.23469595434816068
65708,1969,D284,1,1.6428716804371248
65709,1969,D303,1,0.328574336087425
65710,1969,D317,1,0.328574336087425
65711,1969,D351,1,0.2738119467395208
65712,1969,D367,1,0.328574336087425
65713,1969,D431,1,0.328574336087425
65714,1969,D440,1,0.328574336087425
65715,1969,D537,1,0.5476238934790416
65716,1969,D622,1,0.2053589600546406
65717,1969,D687,1,0.5476238934790416
65706,1969,D243,1,0.5476238934790416
65719,1969,D730,1,0.4107179201092812
65720,1969,D756,1,0.2738119467395208
65727,1969,D930,1,0.2738119467395208
65721,1969,D819,1,0.2053589600546406
65728,1969,D988,1,0.5476238934790416
65725,1969,D861,2,1.0952477869580832
65724,1969,D858,1,0.5476238934790416
65718,1969,D729,1,0.2738119467395208
65726,1969,D919,1,0.4107179201092812
65723,1969,D845,1,0.1825412978263472
65722,1969,D821,1,0.328574336087425
29277,1970,D949,1,0.17737864449811935
29257,1970,D126,2,0.3941747655513763
29256,1970,D94,1,0.29563107416353224
29275,1970,D863,2,0.8868932224905968
29273,1970,D844,1,0.5912621483270645
29274,1970,D861,2,1.182524296654129
29276,1970,D909,1,0.29563107416353224
29278,1970,D1052,1,0.2217233056226492
29279,1970,D1437,1,0.8868932224905968
29272,1970,D832,1,0.8868932224905968
29255,1970,D9,1,0.5912621483270645
29258,1970,D161,1,0.4434466112452984
29271,1970,D821,1,0.3547572889962387
29260,1970,D220,2,0.27289022230479903
